Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
-0.1357035629881243,1.4697709592339467,0.05191174312996748,-1.32485016896552,-0.6729001566106634,-1.4975923530884372,-0.8570370963282503,0,-0.46636652885784896,3.3826171601211175,2.097327215609192,0.7116121794632524,0.4588566369047157,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
-0.4946750866951597,1.4697709592339467,-0.3075754817429928,-2.7423542456047976,-0.6729001566106634,0.6762074787836582,-1.2441304659494337,0,0.3691161474689505,-0.9243053505323323,-0.6814231238830277,-0.6888270579452038,-0.6951458740133094,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
-0.2553607375571361,-0.7152859460966897,-0.06791733182768596,0.09265390767375757,0.3037504960621994,0.6762074787836582,2.239709860641216,0,0.9261045983534835,-0.9243053505323323,-0.6814231238830277,-1.2490027529085863,-0.24029247150634575,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.5822394844259464,1.4697709592339467,-0.5472336316582997,0.09265390767375757,-0.6729001566106634,0.6762074787836582,2.239709860641216,1,0.9261045983534835,2.844251846289436,1.402639630736137,0.7116121794632524,0.14708491239815513,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0.22326796071891106,-0.7152859460966897,-0.3075754817429928,1.5101579843130353,1.2804011487350622,-0.048392465173706926,-0.08285035708588379,0,-1.023354979742382,0.6907905909627113,1.7499834231726645,0.9917000269449436,0.020059274968819853,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1.6591540555470525,-0.7152859460966897,-0.7868917815736066,-1.32485016896552,-0.6729001566106634,-0.048392465173706926,-0.4699437267070671,0,-1.3018492051846484,0.15242527713103013,-0.3340793314465002,-0.4087392104635126,1.0962204752701485,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.0929609595402185,-0.7152859460966897,0.8907152678335415,0.09265390767375757,-0.6729001566106634,1.4008074227410234,-0.8570370963282503,0,-1.023354979742382,-0.9243053505323323,-0.6814231238830277,0.9917000269449436,-0.6431161729222536,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
-0.1357035629881243,1.4697709592339467,-1.0265499314889135,1.5101579843130353,0.3037504960621994,-0.048392465173706926,-0.4699437267070671,0,0.3691161474689505,-0.3859400367006511,-0.3340793314465002,-0.12865136298182134,-0.07383807621894488,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0.5822394844259464,0.37724250656862857,-0.90672085653126,0.09265390767375757,-2.6262014619563887,1.4008074227410234,1.4655231213988493,0,0.090621922026684,-0.9243053505323323,-0.6814231238830277,-0.4087392104635126,-0.29476106483604486,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0.10361078614989928,-0.7152859460966897,-0.90672085653126,-1.32485016896552,-0.6729001566106634,-1.4975923530884372,0.6913363821564827,1,-1.3018492051846484,-0.9243053505323323,-0.6814231238830277,-0.6888270579452038,-0.7679061591328329,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
